CODMEC,ANO,DEP,NOME,SETEDU,DISTRITO07,SUBPREF,CORED,ZONA,EFABAND9ANOS1S,EFABAND9ANOS2S,EFABAND9ANOS3S,EFABAND9ANOS4S,EFABAND9ANOS5S,EFABAND9ANOS6S,EFABAND9ANOS7S,EFABAND9ANOS8S,EFABAND9ANOS9S,EFABAND1S,EFABAND2S,EFABAND3S,EFABAND4S,EFABAND5S,EFABAND6S,EFABAND7S,EFABAND8S,TOTALEF_ABAND,EFAPROV9ANOS1S,EFAPROV9ANOS2S,EFAPROV9ANOS3S,EFAPROV9ANOS4S,EFAPROV9ANOS5S,EFAPROV9ANOS6S,EFAPROV9ANOS7S,EFAPROV9ANOS8S,EFAPROV9ANOS9S,EFAPROV1S,EFAPROV2S,EFAPROV3S,EFAPROV4S,EFAPROV5S,EFAPROV6S,EFAPROV7S,EFAPROV8S,TOTALEF_APROV,EFREPROV9ANOS1S,EFREPROV9ANOS2S,EFREPROV9ANOS3S,EFREPROV9ANOS4S,EFREPROV9ANOS5S,EFREPROV9ANOS6S,EFREPROV9ANOS7S,EFREPROV9ANOS8S,EFREPROV9ANOS9S,EFREPROV1S,EFREPROV2S,EFREPROV3S,EFREPROV4S,EFREPROV5S,EFREPROV6S,EFREPROV7S,EFREPROV8S,TOTALEF_REPROV,CONCLUINTES_EF,EMABAND1S,EMABAND2S,EMABAND3S,EMABAND4S,TOTAL_EM_ABAND,EMREPROV1S,EMREPROV2S,EMREPROV3S,EMREPROV4S,TOTAL_EM_REPROV,EMAPROV1S,EMAPROV2S,EMAPROV3S,EMAPROV4S,TOTAL_EM_APROV,CONCLUINTES_EM,CONCLUINTES_EJA,EPAPROV,EPREPROV,EPABAND,EJAIABAND,EJAIAPROV,EJAIREPROV,EJAITOTAL,EJAIIABAND,EJAIIAPROV,EJAIIREPROV,EJAIITOTAL,"EJATOTAL,,"
35053521,2014,MUNICIPAL,DILERMANDO DIAS DOS SANTOS,8802,VILA LEOPOLDINA,LAPA,PIRITUBA,OESTE,0,1,2,0,4,6,3,5,5,0,0,0,0,0,0,0,0,0,46,38,29,42,41,13,39,38,37,0,0,0,0,0,0,0,0,0,6,1,9,3,2,9,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,8,11,6,25,38,70,29,137,"162,,"
35053533,2014,MUNICIPAL,"ANIBAL FREIRE, MIN.",8801,VILA LEOPOLDINA,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,55,63,52,59,64,0,73,52,65,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053545,2014,MUNICIPAL,"CAXIAS, DUQUE DE",7801,SE,SE,IPIRANGA,CENTRO,4,1,5,3,0,0,11,5,5,0,0,0,0,0,0,0,0,0,90,98,81,105,72,0,101,84,46,0,0,0,0,0,0,0,0,0,0,0,19,2,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,21,16,19,56,10,89,10,109,"165,"
35053557,2014,MUNICIPAL,"AROLDO DE AZEVEDO, PROF.",5002,LIMAO,CASA VERDE/CACHOEIRINHA,FREGUESIA/BRASILANDIA,NORTE,0,1,0,0,3,0,2,4,4,0,0,0,0,0,0,0,0,0,54,88,64,63,98,0,101,78,52,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,8,13,3,24,3,61,2,66,"90,"
35053569,2014,MUNICIPAL,"FABIO DA SILVA PRADO, DR.",5302,MOOCA,MOOCA,PENHA,LESTE,0,1,0,1,0,0,3,1,4,0,0,0,0,0,0,0,0,0,56,55,52,55,61,0,45,77,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,20,7,11,38,35,75,17,127,"165,"
35053570,2014,MUNICIPAL,"ELIAS DE SIQUEIRA CAVALCANTI, DR.",2910,FREGUESIA DO O,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,NORTE,0,0,0,0,1,1,3,5,6,0,0,0,0,0,0,0,0,0,69,69,47,62,60,19,69,68,74,0,0,0,0,0,0,0,0,0,2,2,14,3,1,5,11,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,27,15,35,77,29,69,74,172,"249,"
35053582,2014,MUNICIPAL,PEDRO AMERICO,2907,FREGUESIA DO O,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,NORTE,2,0,1,1,0,1,1,3,4,0,0,0,0,0,0,0,0,0,136,80,49,80,70,36,60,52,47,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,9,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053594,2014,MUNICIPAL,JOAO AMOS COMENIUS,1104,BRASILANDIA,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,NORTE,5,2,1,2,1,0,6,9,13,0,0,0,0,0,0,0,0,0,133,123,117,136,125,0,117,113,110,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,14,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,37,45,17,99,"99,,"
35053600,2014,MUNICIPAL,"NILO PECANHA, PRES.",2910,FREGUESIA DO O,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,NORTE,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,43,39,54,49,50,0,59,50,44,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053612,2014,MUNICIPAL,ERICO VERISSIMO,2904,FREGUESIA DO O,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,NORTE,2,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,64,83,76,88,90,21,69,73,70,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,10,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,18,6,10,34,47,93,21,161,"195,,"
35053624,2014,MUNICIPAL,"HENRIQUE, INFANTE D.",5601,PARI,MOOCA,PENHA,LESTE,1,0,0,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,55,63,57,56,58,0,63,52,65,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053636,2014,MUNICIPAL,"FRANCISCO DE MONT' ALVERNE, FREI",6404,PONTE RASA,ERMELINO MATARAZZO,PENHA,LESTE,7,1,2,2,1,0,10,6,6,0,0,0,0,0,0,0,0,0,67,81,80,65,94,0,123,115,133,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053648,2014,MUNICIPAL,LUIS WASHINGTON VITA,6404,PONTE RASA,ERMELINO MATARAZZO,PENHA,LESTE,0,0,0,0,4,0,2,1,5,0,0,0,0,0,0,0,0,0,71,76,61,63,81,0,85,74,87,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,7,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,18,30,0,48,"48,,"
35053659,2014,MUNICIPAL,"JOSE MARIA PINTO DUARTE, TTE.",6002,PERDIZES,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,50,51,36,63,63,0,41,50,69,0,0,0,0,0,0,0,0,0,1,0,13,4,1,0,9,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053661,2014,MUNICIPAL,"SILVIO PORTUGAL, DES.",6301,PIRITUBA,PIRITUBA,PIRITUBA,NORTE,0,0,1,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,78,73,50,93,119,0,114,85,89,0,0,0,0,0,0,0,0,0,0,1,9,1,4,0,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,30,29,59,37,102,108,247,"306,"
35053673,2014,MUNICIPAL,"LIBERATO BITTENCOURT, GEN.",6304,PIRITUBA,PIRITUBA,PIRITUBA,NORTE,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,83,110,82,97,133,0,99,120,95,0,0,0,0,0,0,0,0,0,3,2,17,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053685,2014,MUNICIPAL,"LEOPOLDINA, IMP.",6304,PIRITUBA,PIRITUBA,PIRITUBA,NORTE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,103,89,84,101,0,114,125,117,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,12,13,16,41,23,82,85,190,"231,"
35053697,2014,MUNICIPAL,"GABRIEL SYLVESTRE TEIXEIRA DE CARVALHO, PROF.",9503,SAO DOMINGOS,PIRITUBA,PIRITUBA,NORTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,46,41,60,47,12,68,56,74,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,14,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053703,2014,MUNICIPAL,MARIO KOSEL FILHO,6306,PIRITUBA,PIRITUBA,PIRITUBA,NORTE,1,0,0,1,0,3,2,4,4,0,0,0,0,0,0,0,0,0,40,45,47,91,66,67,74,86,89,0,0,0,0,0,0,0,0,0,1,0,6,0,0,12,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053715,2014,MUNICIPAL,MONTEIRO LOBATO,6306,PIRITUBA,PIRITUBA,PIRITUBA,NORTE,2,1,0,0,0,0,6,1,17,0,0,0,0,0,0,0,0,0,67,86,76,86,87,22,101,137,130,0,0,0,0,0,0,0,0,0,1,0,13,1,1,6,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,9,18,40,67,12,109,128,249,"316,,"
35053727,2014,MUNICIPAL,"GABRIEL PRESTES, PROF.",6305,PIRITUBA,PIRITUBA,PIRITUBA,NORTE,1,0,0,0,2,0,4,0,5,0,0,0,0,0,0,0,0,0,58,80,72,61,66,0,84,98,90,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053739,2014,MUNICIPAL,"GASTAO MOUTINHO, CTE.",5104,MANDAQUI,SANTANA/TUCURUVI,JACANA/TREMEMBE,NORTE,0,1,0,0,0,0,3,1,10,0,0,0,0,0,0,0,0,0,38,54,49,57,76,0,85,85,86,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,18,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053740,2014,MUNICIPAL,MARCILIO DIAS,1306,CACHOEIRINHA,CASA VERDE/CACHOEIRINHA,FREGUESIA/BRASILANDIA,NORTE,2,0,0,0,3,0,5,4,16,0,0,0,0,0,0,0,0,0,80,89,83,91,102,0,86,92,124,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053752,2014,MUNICIPAL,MARCOS MELEGA,5102,MANDAQUI,SANTANA/TUCURUVI,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,87,90,80,97,68,27,118,101,125,0,0,0,0,0,0,0,0,0,0,0,8,2,0,3,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053764,2014,MUNICIPAL,"ADOLPHO OTTO DE LAET, PROF.",7005,SANTANA,SANTANA/TUCURUVI,JACANA/TREMEMBE,NORTE,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,0,0,56,40,47,51,47,0,41,69,35,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,17,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053776,2014,MUNICIPAL,"TIRADENTES, ALF.",2202,CIDADE ADEMAR,CIDADE ADEMAR,SANTO AMARO,SUL,1,1,0,1,1,0,4,0,10,0,0,0,0,0,0,0,0,0,97,114,71,93,113,0,94,106,135,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,20,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053788,2014,MUNICIPAL,ANTENOR NASCENTES,1604,CAMPO GRANDE,SANTO AMARO,SANTO AMARO,SUL,1,1,0,1,1,0,2,6,2,0,0,0,0,0,0,0,0,0,112,118,89,99,101,0,102,116,128,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053797,2014,MUNICIPAL,"MARIO MOURA E ALBUQUERQUE, BEL.",4603,JARDIM SAO LUIS,M'BOI MIRIM,CAMPO LIMPO,SUL,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,80,77,46,128,65,0,102,91,114,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053806,2014,MUNICIPAL,CARLOS DE ANDRADE RIZZINI,7102,SANTO AMARO,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,70,61,63,66,65,0,96,121,96,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053818,2014,MUNICIPAL,"LUIZ TENORIO DE BRITO, CEL.",4601,JARDIM SAO LUIS,M'BOI MIRIM,CAMPO LIMPO,SUL,0,0,0,1,1,0,1,2,7,0,0,0,0,0,0,0,0,0,54,54,74,95,103,0,75,76,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053824,2014,MUNICIPAL,"MARIO RANGEL, CEL.",1904,CAPAO REDONDO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,1,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,83,85,53,90,132,28,145,100,122,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,41,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,31,15,12,58,32,41,69,142,"200,"
35053831,2014,MUNICIPAL,"PALIMERCIO DE REZENDE, CEL.",1704,CAMPO LIMPO,CAMPO LIMPO,CAMPO LIMPO,SUL,2,0,0,0,0,8,4,2,12,0,0,0,0,0,0,0,0,0,70,54,71,75,66,31,47,60,81,0,0,0,0,0,0,0,0,0,1,3,1,1,0,8,18,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053843,2014,MUNICIPAL,"PEREIRA CARNEIRO, CDE.",1604,CAMPO GRANDE,SANTO AMARO,SANTO AMARO,SUL,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,115,93,85,98,100,0,78,84,112,0,0,0,0,0,0,0,0,0,1,0,17,2,2,0,22,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053855,2014,MUNICIPAL,"JOAO SUSSUMU HIRATA, DEP.",5802,PEDREIRA,CIDADE ADEMAR,SANTO AMARO,SUL,1,0,0,0,1,0,4,4,17,0,0,0,0,0,0,0,0,0,25,90,87,102,100,0,113,143,134,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,12,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,16,235,114,365,"365,"
35053867,2014,MUNICIPAL,"JOAQUIM CANDIDO DE AZEVEDO MARQUES, DES.",7101,SANTO AMARO,SANTO AMARO,SANTO AMARO,SUL,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,39,27,35,38,39,0,51,69,56,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053879,2014,MUNICIPAL,"MANOEL CARLOS DE FIGUEIREDO FERRAZ, DES.",5801,PEDREIRA,CIDADE ADEMAR,SANTO AMARO,SUL,0,3,2,0,1,3,3,1,4,0,0,0,0,0,0,0,0,0,85,116,55,98,102,26,133,48,110,0,0,0,0,0,0,0,0,0,1,3,9,2,1,4,31,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,17,19,0,36,27,86,46,159,"195,"
35053880,2014,MUNICIPAL,"PAULO COLOMBO PEREIRA DE QUEIROZ, DES.",1703,CAMPO LIMPO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,113,63,87,117,130,26,74,76,99,0,0,0,0,0,0,0,0,0,4,0,11,0,0,4,20,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,6,13,19,0,58,0,58,"77,"
35053892,2014,MUNICIPAL,"ANTONIO CARLOS DE ABREU SODRE, DR.",1605,CAMPO GRANDE,SANTO AMARO,SANTO AMARO,SUL,0,0,1,1,1,0,2,3,3,0,0,0,0,0,0,0,0,0,87,62,58,46,68,0,60,111,121,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35053909,2014,MUNICIPAL,"DE GAULLE, GEN.",4602,JARDIM SAO LUIS,M'BOI MIRIM,CAMPO LIMPO,SUL,1,0,2,0,0,6,6,9,7,0,0,0,0,0,0,0,0,0,92,79,74,122,126,36,102,110,119,0,0,0,0,0,0,0,0,0,5,1,20,7,4,14,20,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,18,9,11,38,69,56,7,132,"170,"
35053910,2014,MUNICIPAL,HEITOR DE ANDRADE,7902,SOCORRO,CAPELA DO SOCORRO,CAPELA DO SOCORRO,SUL,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,70,77,72,77,76,0,73,70,79,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,8,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053922,2014,MUNICIPAL,"ADHEMAR DE BARROS, PREF.",1704,CAMPO LIMPO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,83,67,75,99,63,18,93,91,91,0,0,0,0,0,0,0,0,0,0,4,20,2,5,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,12,7,23,42,22,60,38,120,"162,"
35053934,2014,MUNICIPAL,OTONIEL MOTA,4603,JARDIM SAO LUIS,M'BOI MIRIM,CAMPO LIMPO,SUL,0,0,0,0,0,2,3,1,6,0,0,0,0,0,0,0,0,0,94,92,87,75,82,18,96,89,67,0,0,0,0,0,0,0,0,0,2,4,15,0,1,7,27,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,5,7,2,14,26,54,21,101,"115,,"
35053946,2014,MUNICIPAL,FAGUNDES VARELLA,1706,CAMPO LIMPO,CAMPO LIMPO,CAMPO LIMPO,SUL,1,0,0,1,1,7,1,6,6,0,0,0,0,0,0,0,0,0,95,120,147,99,98,40,94,103,115,0,0,0,0,0,0,0,0,0,0,1,8,1,1,8,7,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,41,66,36,143,"143,,"
35053958,2014,MUNICIPAL,"IRACEMA MARQUES DA SILVEIRA, PROFA.",1901,CAPAO REDONDO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,1,1,0,3,9,4,11,10,0,0,0,0,0,0,0,0,0,112,147,113,131,127,46,109,105,122,0,0,0,0,0,0,0,0,0,0,1,21,3,1,7,23,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,20,27,21,68,30,109,70,209,"277,"
35053961,2014,MUNICIPAL,PROCOPIO FERREIRA,4603,JARDIM SAO LUIS,M'BOI MIRIM,CAMPO LIMPO,SUL,1,0,0,0,4,4,4,4,8,0,0,0,0,0,0,0,0,0,134,128,100,117,118,13,128,60,89,0,0,0,0,0,0,0,0,0,3,0,21,5,5,9,25,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,3,5,13,21,15,84,93,192,"213,,"
35053971,2014,MUNICIPAL,"MANOEL DE ABREU, DR.",3006,GRAJAU,CAPELA DO SOCORRO,CAPELA DO SOCORRO,SUL,2,1,0,1,0,0,10,6,3,0,0,0,0,0,0,0,0,0,124,115,142,135,198,27,203,158,144,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,9,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,29,19,13,61,52,107,26,185,"246,"
35053983,2014,MUNICIPAL,JOAO GUALBERTO DO AMARAL CARVALHO,1603,CAMPO GRANDE,SANTO AMARO,SANTO AMARO,SUL,1,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,75,81,69,69,84,32,105,106,106,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,"
35053995,2014,MUNICIPAL,JOSE DE ALCANTARA MACHADO FILHO,5404,MORUMBI,BUTANTA,BUTANTA,OESTE,3,3,1,1,0,0,13,6,11,0,0,0,0,0,0,0,0,0,48,66,60,64,53,0,97,81,113,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,6,14,16,36,28,40,1,69,"105,,"
35054008,2014,MUNICIPAL,"LAERTE RAMOS DE CARVALHO, PROF.",1601,CAMPO GRANDE,SANTO AMARO,SANTO AMARO,SUL,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,53,78,65,62,74,0,68,70,89,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,"
35054012,2014,MUNICIPAL,LEONARDO VILLAS BOAS,1701,CAMPO LIMPO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,0,1,2,2,0,4,0,6,0,0,0,0,0,0,0,0,0,79,89,74,69,130,18,84,81,90,0,0,0,0,0,0,0,0,0,1,2,7,0,1,13,33,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,29,47,9,85,22,98,68,188,"273,,"
35054021,2014,MUNICIPAL,MAURICIO SIMAO,1701,CAMPO LIMPO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,1,0,1,0,1,6,4,6,0,0,0,0,0,0,0,0,0,103,87,70,99,98,49,150,110,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,7,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,50,99,30,179,"179,,"
35054033,2014,MUNICIPAL,"SYNESIO ROCHA, MIN.",1702,CAMPO LIMPO,CAMPO LIMPO,CAMPO LIMPO,SUL,0,3,0,2,2,1,3,6,4,0,0,0,0,0,0,0,0,0,103,77,78,67,97,39,75,91,100,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,9,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,57,55,112,"112,"
35054045,2014,MUNICIPAL,"ANTONIO DE SAMPAIO DORIA, PROF.",2205,CIDADE ADEMAR,CIDADE ADEMAR,SANTO AMARO,SUL,2,1,0,2,1,0,32,13,10,0,0,0,0,0,0,0,0,0,137,145,90,63,132,0,118,108,114,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,60,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,14,17,25,56,32,167,154,353,"409,"
